loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1442,3, Not Graduate, Yes,5900000,19200000,10,442,9500000,500000,18300000,4700000, Rejected
1443,1, Graduate, Yes,6000000,23300000,12,672,2000000,11300000,19600000,6400000, Approved
1444,3, Not Graduate, Yes,9100000,29300000,2,508,19000000,5100000,31600000,11900000, Approved
1445,5, Graduate, Yes,3400000,12300000,10,615,7000000,1600000,11400000,3500000, Approved
1446,1, Graduate, Yes,1800000,4400000,8,689,3200000,2500000,3800000,1600000, Approved
1447,1, Graduate, No,300000,1200000,18,747,100000,0,700000,200000, Rejected
1448,1, Graduate, Yes,9000000,22800000,10,412,0,15600000,32000000,4700000, Rejected
1449,1, Graduate, No,6400000,16900000,2,703,6300000,7300000,15900000,7400000, Approved
1450,5, Not Graduate, No,5800000,22200000,16,884,1200000,4800000,19500000,8500000, Approved
1451,5, Graduate, Yes,2600000,8600000,18,651,1000000,100000,7800000,2600000, Approved
1452,4, Not Graduate, No,6600000,17300000,14,793,16700000,1400000,17500000,3900000, Approved
1453,2, Not Graduate, No,6100000,21800000,4,407,9800000,100000,20200000,5800000, Approved
1454,2, Not Graduate, No,4100000,11100000,8,390,800000,3100000,10100000,3400000, Rejected
1455,3, Not Graduate, Yes,300000,1000000,12,469,600000,400000,700000,300000, Rejected
1456,4, Graduate, No,4700000,10400000,6,373,6800000,8600000,14300000,5400000, Rejected
1457,4, Graduate, Yes,1500000,5800000,2,304,2400000,1600000,3300000,1400000, Approved
1458,5, Not Graduate, No,2700000,8300000,8,833,4600000,1300000,6800000,3300000, Approved
1459,2, Graduate, No,6900000,20900000,2,302,18700000,10700000,26900000,9200000, Approved
1460,0, Graduate, No,7600000,28700000,6,397,11000000,13200000,24600000,3800000, Rejected
1461,1, Graduate, No,4100000,10000000,6,891,4900000,300000,12600000,3600000, Approved
1462,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000, Rejected
1463,4, Not Graduate, No,1600000,3200000,16,657,200000,100000,5700000,1200000, Approved
1464,2, Not Graduate, Yes,400000,1400000,2,480,200000,700000,1600000,200000, Approved
1465,5, Graduate, Yes,4400000,17300000,20,840,3600000,5100000,12900000,2300000, Approved
1466,2, Not Graduate, Yes,3800000,8000000,12,866,6000000,600000,8400000,1900000, Approved
1467,0, Not Graduate, No,4300000,17000000,8,619,4100000,6600000,17100000,3900000, Approved
1468,1, Graduate, Yes,9000000,33500000,2,748,7900000,9800000,25700000,11500000, Approved
1469,3, Not Graduate, Yes,9500000,25500000,12,881,27000000,14100000,21600000,8900000, Approved
1470,2, Graduate, Yes,6900000,13900000,8,829,14300000,8100000,22400000,4600000, Approved
1471,3, Not Graduate, No,4300000,11100000,6,312,4800000,3800000,10100000,3300000, Rejected
1472,3, Not Graduate, No,6600000,21400000,10,467,15200000,6000000,20300000,5200000, Rejected
1473,1, Graduate, Yes,5200000,14300000,18,650,5400000,2300000,17600000,3600000, Approved
1474,3, Graduate, Yes,400000,1100000,6,711,100000,300000,1400000,100000, Approved
1475,4, Not Graduate, No,1300000,4100000,18,886,2800000,500000,3800000,600000, Approved
1476,5, Not Graduate, No,9700000,28400000,4,494,5300000,12000000,24400000,10000000, Rejected
1477,2, Graduate, Yes,5400000,10900000,14,741,1300000,6000000,20400000,5600000, Approved
1478,4, Not Graduate, No,1200000,3300000,12,876,400000,100000,3800000,1000000, Approved
1479,0, Graduate, Yes,7000000,26400000,14,610,14300000,0,13900000,5300000, Approved
1480,5, Graduate, No,7600000,26000000,6,778,12900000,2400000,25500000,10900000, Approved
1481,5, Graduate, Yes,700000,1800000,14,571,200000,400000,1900000,400000, Approved
1482,3, Graduate, Yes,7500000,25100000,18,554,12500000,7900000,28500000,4700000, Approved
1483,0, Not Graduate, Yes,2300000,6200000,8,712,6800000,1700000,8800000,1500000, Approved
1484,5, Not Graduate, Yes,5600000,11500000,4,695,9500000,7100000,11700000,7800000, Approved
1485,0, Not Graduate, Yes,5400000,10900000,20,366,3700000,500000,21000000,4800000, Rejected
1486,1, Not Graduate, Yes,1800000,5500000,10,426,5000000,1500000,5900000,1600000, Rejected
1487,0, Not Graduate, No,2900000,6900000,10,320,5100000,500000,7700000,1500000, Rejected
1488,3, Not Graduate, Yes,1400000,4600000,8,543,1500000,1200000,2700000,2000000, Rejected
1489,2, Graduate, No,2800000,11000000,16,525,8200000,1800000,5800000,2400000, Rejected
1490,0, Not Graduate, Yes,3300000,13100000,12,812,4800000,4900000,7500000,4300000, Approved
1491,0, Not Graduate, No,7000000,25300000,14,697,15100000,10400000,14300000,6700000, Approved
1492,1, Not Graduate, No,3900000,15100000,12,527,10600000,5100000,11100000,3800000, Rejected
1493,1, Not Graduate, No,5700000,17200000,4,512,4300000,7000000,21400000,3000000, Approved
1494,0, Graduate, No,4100000,9200000,4,671,3400000,6300000,10400000,4900000, Approved
1495,1, Graduate, Yes,2200000,8700000,20,539,1000000,4000000,8200000,2600000, Rejected
1496,5, Not Graduate, No,2200000,7200000,10,532,2700000,300000,7500000,1600000, Rejected
1497,3, Not Graduate, Yes,2500000,7700000,16,485,2000000,3600000,5600000,3200000, Rejected
1498,0, Not Graduate, Yes,900000,2100000,6,521,100000,1700000,2100000,700000, Rejected
1499,1, Not Graduate, No,2900000,7400000,10,874,400000,1200000,10100000,3300000, Approved
1500,2, Not Graduate, No,9800000,22900000,10,788,1300000,10300000,27200000,14000000, Approved
1501,2, Not Graduate, No,5200000,14800000,12,659,11500000,5200000,18100000,4100000, Approved
1502,1, Graduate, Yes,8600000,19600000,16,498,14800000,3000000,21000000,5300000, Rejected
1503,2, Graduate, Yes,4800000,13200000,20,310,11800000,4600000,12900000,4200000, Rejected
1504,0, Graduate, No,2000000,4700000,6,785,2900000,1800000,6700000,1700000, Approved
1505,0, Graduate, No,3600000,8700000,10,309,6300000,1000000,8600000,3300000, Rejected
1506,3, Not Graduate, Yes,5300000,19600000,2,433,14700000,9900000,10800000,3000000, Approved
1507,1, Not Graduate, Yes,400000,1300000,18,801,100000,0,1500000,600000, Approved
1508,3, Graduate, Yes,6500000,22400000,6,488,16800000,11700000,21700000,6800000, Rejected
1509,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000, Approved
1510,3, Graduate, No,1000000,2800000,4,757,2500000,100000,3800000,900000, Approved
1511,5, Not Graduate, No,3200000,10100000,6,828,8500000,6000000,8700000,3000000, Approved
1512,3, Graduate, Yes,3400000,7200000,12,733,4800000,2700000,8100000,2200000, Approved
1513,0, Not Graduate, No,9600000,38200000,8,421,1600000,14100000,33600000,13800000, Rejected
1514,3, Not Graduate, No,5300000,20300000,4,872,4300000,7300000,18400000,7600000, Approved
1515,3, Graduate, No,4700000,17400000,10,393,12400000,5300000,18700000,5300000, Rejected
1516,3, Graduate, No,9700000,37800000,12,700,13400000,6100000,25800000,11900000, Approved
1517,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000, Approved
1518,5, Graduate, No,5900000,13400000,6,455,3200000,11200000,21600000,6900000, Rejected
1519,4, Graduate, Yes,2400000,7100000,16,871,7000000,300000,8500000,3500000, Approved
1520,4, Graduate, Yes,7900000,21500000,16,497,2200000,5200000,23100000,7700000, Rejected
1521,0, Graduate, No,1400000,2700000,2,649,2600000,1000000,5500000,1100000, Approved
1522,0, Graduate, Yes,3500000,10000000,14,709,5300000,1800000,9200000,5000000, Approved
1523,4, Graduate, No,3400000,13500000,12,705,10000000,1100000,8300000,4900000, Approved
1524,2, Graduate, No,6100000,23600000,2,476,4600000,2900000,22500000,3800000, Approved
1525,2, Not Graduate, Yes,3000000,7100000,4,819,5400000,4800000,6000000,2100000, Approved
1526,5, Not Graduate, Yes,3400000,9400000,16,535,3100000,5600000,12900000,3200000, Rejected
1527,0, Graduate, Yes,400000,1200000,14,889,1100000,200000,700000,200000, Approved
1528,0, Graduate, No,5900000,11800000,12,468,9100000,10000000,17500000,6200000, Rejected
1529,5, Graduate, Yes,400000,800000,2,759,100000,500000,1300000,300000, Approved
1530,3, Graduate, Yes,9000000,33600000,2,426,21600000,16200000,20700000,11900000, Approved
1531,0, Graduate, Yes,8800000,23600000,8,712,400000,11300000,19300000,11100000, Approved
1532,4, Graduate, Yes,2000000,4700000,2,615,500000,100000,6700000,3000000, Approved
1533,2, Graduate, No,4700000,14000000,12,784,13400000,2700000,14800000,6900000, Approved
1534,4, Not Graduate, No,2700000,6100000,16,677,100000,3300000,6500000,3800000, Approved
1535,1, Not Graduate, No,2600000,7900000,12,306,2000000,2400000,7600000,3300000, Rejected
1536,1, Not Graduate, Yes,9000000,25400000,16,655,22000000,8800000,29100000,7200000, Approved
1537,4, Not Graduate, No,5100000,19400000,8,755,2200000,300000,14900000,5300000, Approved
1538,2, Graduate, No,6600000,25800000,18,598,3800000,3100000,16400000,5900000, Approved
1539,2, Graduate, No,4400000,9800000,18,712,5400000,200000,8800000,6400000, Approved
1540,4, Not Graduate, Yes,1500000,4600000,6,524,3700000,2000000,5000000,1400000, Rejected
1541,1, Not Graduate, No,6200000,23100000,16,838,9100000,1400000,23500000,7000000, Approved
1542,4, Graduate, Yes,900000,2900000,6,560,1500000,900000,3100000,900000, Approved
1543,3, Not Graduate, No,7700000,26400000,12,759,3400000,2900000,21900000,10800000, Approved
1544,2, Graduate, Yes,600000,2400000,6,454,100000,600000,2300000,300000, Rejected
1545,4, Not Graduate, No,4300000,16500000,4,539,10600000,6100000,9300000,2100000, Approved
1546,2, Not Graduate, Yes,8200000,27800000,16,827,11500000,8700000,26000000,10700000, Approved
1547,0, Not Graduate, No,3500000,11900000,12,686,4400000,4800000,10100000,2500000, Approved
1548,1, Graduate, Yes,9900000,34100000,14,371,24400000,7100000,29300000,6200000, Rejected
1549,5, Graduate, No,700000,1900000,4,784,500000,1000000,2100000,600000, Approved
1550,1, Graduate, Yes,2100000,7300000,16,826,1600000,3500000,7700000,1400000, Approved
1551,2, Not Graduate, No,3200000,10500000,12,502,4300000,1500000,10000000,4500000, Rejected
1552,0, Graduate, No,2900000,7800000,8,367,700000,3700000,7700000,3600000, Rejected
1553,0, Not Graduate, No,7000000,18300000,6,541,6300000,6400000,20800000,8300000, Rejected
1554,1, Graduate, No,3700000,13600000,16,608,400000,2200000,13400000,2800000, Approved
1555,3, Not Graduate, Yes,4500000,13100000,12,570,10500000,2000000,10100000,5800000, Approved
1556,3, Graduate, No,200000,800000,18,752,200000,200000,300000,200000, Approved
1557,5, Not Graduate, Yes,5600000,20500000,8,873,5500000,9500000,19400000,7800000, Approved
1558,5, Graduate, No,5400000,18600000,2,538,7700000,2700000,18800000,4000000, Approved
1559,4, Not Graduate, No,300000,1000000,10,819,700000,300000,900000,200000, Approved
1560,1, Graduate, Yes,7500000,29800000,18,770,1400000,5200000,28000000,8700000, Approved
1561,5, Not Graduate, Yes,2500000,9600000,6,345,1900000,1900000,6800000,2600000, Rejected
1562,4, Graduate, Yes,3100000,8100000,12,730,6300000,4500000,9000000,4500000, Approved
1563,1, Graduate, Yes,7600000,19300000,20,835,5800000,2300000,22000000,8200000, Approved
1564,3, Not Graduate, Yes,500000,1700000,2,811,500000,500000,1400000,200000, Approved
1565,2, Not Graduate, No,2700000,5900000,14,662,3200000,1600000,7300000,3800000, Approved
1566,2, Not Graduate, Yes,3500000,13300000,4,420,6400000,1700000,8000000,2300000, Approved
1567,5, Not Graduate, No,3700000,11700000,4,413,8400000,5500000,12000000,2700000, Approved
1568,2, Not Graduate, Yes,5600000,20000000,10,367,13700000,5000000,19100000,6000000, Rejected
1569,5, Not Graduate, Yes,4800000,16400000,14,390,8400000,2400000,9500000,4000000, Rejected
1570,4, Not Graduate, Yes,5200000,12200000,2,602,10300000,800000,20500000,7700000, Approved
1571,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000, Approved
1572,1, Graduate, No,2700000,6800000,20,713,500000,3300000,6100000,1900000, Approved
1573,3, Graduate, No,5000000,16200000,8,591,1900000,3400000,14000000,5000000, Approved
1574,2, Not Graduate, Yes,2700000,9400000,14,701,400000,3400000,9900000,1900000, Approved
1575,4, Not Graduate, Yes,2800000,10000000,12,655,4900000,3600000,8500000,3300000, Approved
1576,3, Not Graduate, Yes,7300000,20000000,18,720,15500000,9900000,23000000,9800000, Approved
1577,0, Graduate, Yes,5900000,15100000,10,794,6000000,4300000,14900000,5400000, Approved
1578,0, Graduate, No,8100000,21300000,2,392,14200000,6600000,31500000,11000000, Rejected
1579,3, Graduate, Yes,1900000,7100000,6,583,400000,2800000,6500000,2000000, Approved
1580,5, Graduate, No,1800000,6800000,18,457,2200000,1100000,3800000,1400000, Rejected
1581,0, Not Graduate, Yes,7600000,17800000,14,570,15200000,12100000,21500000,9900000, Approved
1582,1, Graduate, No,9100000,30100000,14,890,17800000,12400000,32500000,7500000, Approved
1583,2, Not Graduate, Yes,5300000,12300000,14,472,10000000,1600000,20400000,3300000, Rejected
1584,2, Not Graduate, No,3700000,10900000,12,788,1700000,700000,12200000,2600000, Approved
1585,0, Not Graduate, No,9500000,35300000,6,605,10000000,12700000,31100000,7000000, Approved
1586,3, Graduate, No,8300000,30500000,10,473,13300000,9400000,23300000,11800000, Rejected
1587,5, Graduate, No,6400000,21500000,16,728,300000,5200000,17400000,9600000, Approved
1588,5, Graduate, Yes,5300000,17800000,16,505,9200000,8500000,14600000,4100000, Rejected
1589,0, Graduate, Yes,5600000,19300000,6,407,3400000,3600000,14200000,8400000, Rejected
1590,1, Graduate, Yes,900000,1700000,18,464,1300000,0,1900000,700000, Rejected
1591,0, Graduate, Yes,2400000,7200000,20,514,4100000,2100000,6700000,1800000, Rejected
1592,1, Graduate, No,9500000,23000000,10,627,28500000,11500000,21700000,9100000, Approved
1593,2, Not Graduate, Yes,7400000,14900000,20,627,15900000,10100000,19000000,10300000, Approved
1594,4, Not Graduate, Yes,1500000,3200000,10,858,1500000,0,4700000,1700000, Approved
1595,3, Graduate, Yes,8800000,30200000,8,607,13600000,12700000,21500000,5900000, Approved
1596,5, Not Graduate, Yes,4900000,14300000,4,663,8500000,6100000,19600000,5500000, Approved
1597,1, Not Graduate, Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000, Rejected
1598,2, Not Graduate, Yes,2300000,9100000,20,610,3700000,600000,7800000,3400000, Approved
1599,5, Not Graduate, Yes,3000000,6600000,16,462,5500000,3500000,9100000,3600000, Rejected
1600,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000, Approved
1601,4, Graduate, Yes,1700000,6500000,20,636,1700000,900000,6200000,2300000, Approved
1602,0, Not Graduate, Yes,2100000,4900000,10,359,1000000,800000,6100000,1000000, Rejected
1603,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000, Rejected
1604,5, Not Graduate, Yes,3500000,11800000,4,642,2300000,2900000,11900000,3600000, Approved
1605,5, Not Graduate, Yes,1500000,5500000,4,414,800000,1400000,2900000,1200000, Approved
1606,3, Not Graduate, Yes,8800000,26200000,20,865,19300000,9800000,27700000,12500000, Approved
1607,3, Graduate, No,900000,3100000,10,369,1400000,100000,1700000,500000, Rejected
1608,0, Graduate, Yes,3500000,10800000,14,838,4700000,6800000,13900000,1700000, Approved
1609,5, Not Graduate, No,5500000,21200000,4,582,12100000,8300000,17100000,3100000, Approved
1610,5, Not Graduate, Yes,9800000,23200000,10,416,11000000,17300000,21600000,8500000, Rejected
1611,5, Graduate, No,2100000,5500000,20,705,5400000,1400000,4600000,1200000, Approved
1612,0, Graduate, No,1800000,5700000,18,306,500000,700000,5600000,1700000, Rejected
1613,5, Graduate, Yes,5800000,13000000,8,851,6700000,8700000,17700000,4100000, Approved
1614,5, Graduate, No,6700000,17200000,18,613,9700000,6800000,24600000,7100000, Approved
1615,3, Graduate, No,4300000,16300000,10,366,6900000,6700000,12300000,5500000, Rejected
1616,1, Graduate, No,1200000,2800000,12,431,900000,400000,2900000,900000, Rejected
1617,5, Not Graduate, Yes,9700000,25900000,2,754,9000000,10000000,28500000,6700000, Approved
1618,5, Graduate, Yes,5400000,11200000,10,447,300000,7900000,21400000,6000000, Rejected
1619,1, Not Graduate, Yes,5300000,14100000,14,510,13300000,10400000,18900000,7800000, Rejected
1620,1, Graduate, No,7300000,24200000,20,324,12900000,3700000,18400000,9000000, Rejected
1621,5, Graduate, No,9500000,19200000,2,523,13500000,1500000,21000000,6700000, Rejected
1622,0, Not Graduate, Yes,7200000,15600000,2,362,2700000,2400000,20800000,5900000, Rejected
1623,3, Graduate, Yes,9000000,32900000,6,657,9900000,600000,29200000,12000000, Approved
1624,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000, Approved
1625,1, Graduate, Yes,9500000,30500000,18,500,1300000,3300000,20500000,5500000, Rejected
1626,2, Not Graduate, Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000, Approved
1627,4, Not Graduate, No,2900000,8700000,6,409,3700000,5500000,8200000,2200000, Rejected
1628,4, Graduate, Yes,700000,1800000,20,626,500000,600000,1400000,300000, Approved
1629,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000, Rejected
1630,3, Not Graduate, No,4200000,11400000,10,654,8800000,400000,16200000,5700000, Approved
1631,0, Not Graduate, No,7600000,26500000,6,515,6200000,14900000,22000000,4000000, Rejected
1632,2, Graduate, Yes,7100000,18800000,12,838,1100000,5200000,16600000,4900000, Approved
1633,1, Not Graduate, Yes,4700000,16000000,14,406,4000000,5300000,14300000,3300000, Rejected
1634,0, Graduate, Yes,9800000,23200000,10,573,23900000,3300000,23600000,14600000, Approved
1635,0, Graduate, Yes,9800000,38700000,2,611,6600000,10400000,33000000,6000000, Approved
1636,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000, Approved
